year,imdb,title,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,adult,genres,prod_comps,overview,tagline,perc_women_producers,perc_women_directors
2001,tt0263488,Jeepers Creepers,ok,PASS,13158460,49876055.0,77554691.0,False,"Horror,Thriller","United Artists,American Zoetrope,Cinerenta Medienbeteiligungs KG,Cinerenta-Cinebeta,VCL Communications",A brother and sister driving home through an isolated countryside from college encounter a flesh-eating creature in the midst of its ritualistic eating spree.,Jeepers Creepers,0.0,0.0
2001,tt0236348,Josie and the Pussycats,ok,PASS,28948611,18754529.0,18754529.0,False,"Comedy,Music","Marc Platt Productions,Universal Pictures,Riverdale Productions,Metro-Goldwyn-Mayer","Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.","They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.",0.25,0.0
2001,tt0035423,Kate &amp; Leopold,men,FAIL,63160606,61970361.0,93343188.0,False,"Romance,Fantasy,Comedy","Konrad Pictures,Miramax","When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.","If they lived in the same century, they'd be perfect for each other.",1.0,0.0
2001,tt0271027,Kiss of the Dragon,notalk,FAIL,32896149,48467177.0,48467177.0,False,"Action,Crime,Thriller","EuropaCorp,Canal+,20th Century Fox,Current Entertainment,Quality Growth International Ltd.,Immortal Entertainment","Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",Kiss Fear Goodbye,0.0,0.0
2001,tt0264761,Kissing Jessica Stein,ok,PASS,1973769,9244768.0,11621399.0,False,Comedy,"Michael Alden Productions,Fox Searchlight Pictures,Brad Zions Films,Eden Wurmfeld Films,Cineric","Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.","When it comes to love, sometimes she just can't think straight.",0.0,0.0
2001,tt0242587,L.I.E.,notalk,FAIL,921092,1501334.0,1501334.0,False,"Drama,Crime","Alter Ego Entertainment,Belladonna Productions","In this biting and disturbing coming-of-age tale from writer-director Michael Cuesta, life is bittersweet along the L.I.E., also known as the Long Island Expressway, as suburban teen Howie Blitzer learns all too clearly. In the space of a week, he loses nearly everything and everyone he knows and is left to navigate his adolescence virtually unsupervised.","On the Long Island Expressway there are lanes going east, lanes going west, and lanes going straight to hell.",,0.0
2001,tt0146316,Lara Croft: Tomb Raider,nowomen,FAIL,123689520,172565543.0,361389438.0,False,"Adventure,Fantasy,Action,Thriller","Paramount,Mutual Film Company,Lawrence Gordon Productions,Marubeni,Eidos Interactive,BBC Film,KFP Produktions,Tele München Fernseh Produktionsgesellschaft (TMG),TOHO-TOWA","English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",Born into Wealth. Groomed by the Elite. Trained for Combat.,0.0,0.0
2001,tt0250494,Legally Blonde,ok,PASS,23685227,126970485.0,186599109.0,False,"Comedy,Romance","Marc Platt Productions,Metro-Goldwyn-Mayer","Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",Don't judge a book by its hair color!,0.0,0.0
2001,tt0258273,Lovely and Amazing,ok,PASS,328961,5540210.0,6178924.0,False,"Comedy,Drama,Romance",Lionsgate Home Entertainment,"An intimate family portrait of four hapless but resilient women and the bittersweet lessons they learn in keeping up with the hectic demands of their individual neuroses. Each of the women seeks redemption in her own haphazard way, but whatever salvation they find is illusory and short-lived.",,0.0,1.0
2001,tt0166276,Monkeybone,dubious,FAIL,98688447,7118091.0,7118091.0,False,"Adventure,Fantasy,Animation,Comedy,Science Fiction","1492 Pictures,Twitching Image Studio,20th Century Fox","After a car crash sends repressed cartoonist Stu into a coma, he and the mischievous Monkeybone, his hilarious alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!","If it yells, if it swings, it's got to be Monkeybone!",0.0,0.0
2001,tt0265343,Monsoon Wedding,ok,PASS,1579015,18259960.0,35561527.0,False,"Comedy,Drama,Romance","IFC Films,Mirabai Films","As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.","A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",0.6666666666666666,1.0
2001,tt0198781,"Monsters, Inc.",notalk,FAIL,151322285,380836644.0,736554932.0,False,"Animation,Comedy,Family",Pixar,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",We Scare Because We Care.,1.0,0.0
2001,tt0203009,Moulin Rouge!,ok,PASS,69739836,75511622.0,235816959.0,False,"Drama,Romance,Music","20th Century Fox,Bazmark Films","A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",No Laws. No Limits. One Rule. Never Fall In Love.,0.16666666666666666,0.0
2001,tt0166924,Mulholland Dr.,ok,PASS,19737689,9499853.0,15684329.0,False,"Thriller,Drama,Mystery","Asymmetrical Productions,Les Films Alain Sarde,Babbo Inc.,The Picture Factory,Canal+,Universal Pictures,StudioCanal","Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",An actress longing to be a star. A woman searching for herself. Both worlds will collide… on Mulholland Drive.,0.2,0.0
2001,tt0161860,Nowhere in Africa,ok,PASS,8552999,8123355.0,8123355.0,False,Drama,"Media Cooperation One,MTM Cineteve,Bavaria Film,Constantin Film","A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor.",One family's tale of a homeland lost... and a homeland found.,0.0,1.0
2001,tt0240772,Ocean&#39;s Eleven,notalk,FAIL,111846906,241348715.0,593089313.0,False,"Thriller,Crime","Village Roadshow Pictures,NPV Entertainment,Jerry Weintraub Productions,Section Eight,Warner Bros. Pictures","Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",Are you in or out?,0.0,0.0
2001,tt0181739,Osmosis Jones,dubious,FAIL,92109217,17891440.0,17891440.0,False,"Adventure,Animation,Action,Comedy,Family","Conundrum Entertainment,Warner Bros. Animation,Warner Bros. Pictures","A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",Every body needs a hero.,0.0,0.0
2001,tt0213149,Pearl Harbor,men,FAIL,199350663,261247866.0,591130447.0,False,"Action,War,History,Romance,Drama","Jerry Bruckheimer Films,Touchstone Pictures","The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",It takes a moment to change history. It takes love to change lives.,0.0,0.0
2001,tt0206275,Save the Last Dance,ok,PASS,17105997,119792347.0,173215693.0,False,"Drama,Family,Romance,Music","MTV Films,Cort/Madden Productions","After the death of her mother, Sara moves to the South Side of Chicago to live with her father and gets transferred to a majority-black school. Her life takes a turn for the better when befriends Chenille and her brother Derek, who helps her with her dancing skills.",The Only Person You Need To Be Is Yourself.,0.4,0.0
2001,tt0256380,Shallow Hal,ok,PASS,52633838,93209654.0,93209654.0,False,"Comedy,Romance","20th Century Fox,Conundrum Entertainment","After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",True love is worth the weight.,0.0,0.0
2001,tt0286112,Shaolin Soccer,nowomen,FAIL,13158460,643280.0,56286669.0,False,"Action,Comedy","Star Overseas,Universe Entertainment",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,Get ready to kick some grass!,0.0,0.0
2001,tt0126029,Shrek,notalk,FAIL,65792298,352192764.0,647149877.0,False,"Animation,Comedy,Fantasy,Adventure,Family","DreamWorks Pictures,Pacific Data Images,DreamWorks Animation","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",The greatest fairy tale never told.,0.0,0.5
